OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,CouncilDistrictCode,Neighborhood,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus
24778,3573201061,2019,NonResidential,5055 Properties LLC,2,GREATER DUWAMISH,1932,5055 E MARGINAL WAY S,SEATTLE,WA,98134,47.55608,-122.3388,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,0.8,,,5.5,5.5,125722,124665,15.3,15.5,,0,,0,0,124665,36537,0,,24617,24617,0,,1,Non-Refrigerated Warehouse,22750,,,,,,Default Data,Not Compliant
24780,3573700130,2019,NonResidential,The Innovation Center (MCKINSTRY),2,GREATER DUWAMISH,2009,210 S HUDSON ST,SEATTLE,WA,98134,47.55768,-122.33137,Parking,,Parking,21.2,,,81.2,81.8,3465366,3441272,227.5,229.1,,0.5,,0,0,3441272,1008579,0,,127065,42355,84710,,3,Parking,84710,Office,42355,,,,No Issue,Compliant
24781,3573700195,2019,NonResidential,GRAINGER,2,GREATER DUWAMISH,1964,4930 3RD AVE S,SEATTLE,WA,98134,47.55772,-122.33017,Retail Store,,Retail Store,72.7,51,,48.5,49.4,1841160,1807430,74.3,75,,2,,1310705,13107,496724,145582,0,,37247,37247,0,,1,Retail Store,37247,,,,,,No Issue,Compliant
24782,6848200285,2019,Multifamily LR (1-4),BORSEN,3,EAST,1997,515 SUMMIT AVE E,SEATTLE,WA,98102,47.62365,-122.32561,,,,0,,,,,,,,,,0,,0,0,0,0,0,,24837,20642,4195,,4,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant
24784,6848200311,2019,Multifamily LR (1-4),BELLA VISTA,3,EAST,1966,400 E MERCER ST,SEATTLE,WA,98102,47.62455,-122.32636,Multifamily Housing,,Multifamily LR (1-4),4.8,91,,22.5,22.7,792091,784690,63.1,63.7,,0.1,,0,0,784690,229979,0,,38521,34824,3697,,4,Multifamily Housing,34824,Parking,3697,,,,No Issue,Compliant
24790,6848200391,2019,Multifamily LR (1-4),DAKAR APARTMENTS,3,EAST,1963,520 SUMMIT AVE E,SEATTLE,WA,98102,47.6239,-122.32514,Multifamily Housing,,Multifamily LR (1-4),3.9,,,26.2,26.1,625814,627658,73.3,73.1,,0.2,,0,0,627658,183956,0,,23968,23968,0,,4,Multifamily Housing,23968,,,,,,No Issue,Compliant
24795,7504440000,2019,Multifamily MR (5-9),SAHALI CONDOMINIUM,3,EAST,1967,400 MELROSE AVE E,SEATTLE,WA,98102,47.62229,-122.32764,Multifamily Housing,,Multifamily MR (5-9),36.2,83,,31.7,31.9,1644810,1633196,69.8,70.1,,0.7,,556574,5566,1076622,315540,0,,51568,51568,0,,6,Multifamily Housing,51568,,,,,,No Issue,Compliant
24796,7506000000,2019,Multifamily LR (1-4),ST HENRY HOUSE CONDOMINIUM,3,EAST,1986,1111 10TH AVE E,SEATTLE,WA,98102,47.62915,-122.32058,Multifamily Housing,,Multifamily LR (1-4),2.8,,,21.2,21.5,457638,452323,59.4,60.1,,0.1,,0,0,452323,132568,0,,21312,21312,0,,4,Multifamily Housing,21312,,,,,,No Issue,Compliant
24803,7515000155,2019,NonResidential,JG CROWN HILL LLC,6,BALLARD,1993,8700 15TH AVE NW,SEATTLE,WA,98117,47.69274,-122.37602,Retail Store,,Retail Store,49,4,,107,107.2,2515936,2511243,246.3,245.6,,1.9,,714430,7144,1796813,526616,0,,25384,25384,0,,1,Retail Store,23468,,,,,,No Issue,Compliant
24805,7517500515,2019,Multifamily MR (5-9),SUNDOWNER APTS - 27 UNITS,6,LAKE UNION,1967,101 N 46TH ST,SEATTLE,WA,98103,47.66209,-122.3575,Multifamily Housing,,Multifamily MR (5-9),4.1,98,,22.2,22.1,659898,663276,62.2,61.9,,0.1,,0,0,663276,194395,0,,29840,29840,0,,6,Multifamily Housing,29840,,,,,,No Issue,Compliant
24822,7666207160,2019,NonResidential,1943 FIRST AVE BUILDING,2,GREATER DUWAMISH,1910,1943 1ST AVE S,SEATTLE,WA,98134,47.58462,-122.3347,Office,,Office,5.7,96,,21.8,21.5,912248,923901,60.9,60.2,,0.1,,0,0,923901,270780,0,,49052,49052,0,,3,Office,32393,Retail Store,10057,,,,No Issue,Compliant
24823,7666207185,2019,NonResidential,MILLWORK SUPPLY CO,2,GREATER DUWAMISH,1900,2225 1ST AVE S,SEATTLE,WA,98134,47.58318,-122.3347,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,21.2,,,14.9,15.2,487151,475601,20.3,20.7,,0.4,,389235,3892,86366,25312,0,,52110,52110,0,,2,Non-Refrigerated Warehouse,32000,,,,,,No Issue,Compliant
24830,7666207340,2019,NonResidential,SODO COMMERCE BUILDING,2,GREATER DUWAMISH,1937,66 S HANFORD ST,SEATTLE,WA,98134,47.57595,-122.33624,Office,,Office,37,,,34.3,34.5,1423508,1415381,70.5,70.7,,0.9,,602418,6024,812963,238266,0,,39036,39036,0,,2,Office,27636,Other,13611,,,,No Issue,Compliant
24840,7666207420,2019,NonResidential,K.R. TRIGGER BLDG,2,GREATER DUWAMISH,1923,3201 1ST AVE S,SEATTLE,WA,98134,47.57529,-122.33475,Office,,Office,2.1,97,,12.5,12.5,338470,338470,34.9,34.9,,0.1,,0,0,338470,99200,0,,26310,26310,0,,1,Office,20164,Non-Refrigerated Warehouse,6000,Social/Meeting Hall,1000,,No Issue,Compliant
24846,8083000000,2019,Multifamily MR (5-9),SUMMIT ON CALIFORNIA CONDOMINIUM,1,SOUTHWEST,1996,4409 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56445,-122.38712,Multifamily Housing,,Multifamily MR (5-9),6.6,,,53.5,53.5,1074824,1074824,149.9,149.9,,0.3,,0,0,1074824,315013,0,,20078,20078,0,,6,Multifamily Housing,20076,,,,,,No Issue,Compliant
24850,8091650000,2019,Multifamily MR (5-9),SUN PLAZA CONDOMINIUM,4,NORTHEAST,2000,4722 12TH AVE NE,SEATTLE,WA,98105,47.66391,-122.31495,Multifamily Housing,,Multifamily MR (5-9),3.4,98,,18.4,18.5,553041,548608,51.4,51.8,,0.1,,0,0,548608,160788,0,,29866,29866,0,,6,Multifamily Housing,27653,Office,2213,,,,Account Requires Verification,Not Compliant
24854,8113100005,2019,Multifamily LR (1-4),KINGWAY APTS,2,SOUTHEAST,1964,5952 37TH AVE S,SEATTLE,WA,98118,47.5488,-122.28606,Multifamily Housing,,Multifamily LR (1-4),43.1,73,,29.8,30.3,5789675,5706058,82,83.2,,0.2,,168687,1687,5537372,1622911,0,,191330,191330,0,,3,Multifamily Housing,191330,,,,,,No Issue,Compliant
24857,8113100170,2019,NonResidential,EMPIRE CENTER,2,SOUTHEAST,1966,6032 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98118,47.54723,-122.28455,Retail Store,,Retail Store,240.6,,,184.2,186.4,7059787,6979008,321.4,323.6,,6.4,,4208709,42087,2770299,811928,0,,37883,37883,0,,1,Retail Store,37883,,,,,,No Issue,Compliant
24858,8113100970,2019,Multifamily LR (1-4),SPENCER APTS,2,SOUTHEAST,1969,6112 RAINIER AVE S,SEATTLE,WA,98118,47.5472,-122.27633,Multifamily Housing,,Multifamily LR (1-4),5.3,79,,31.6,32,873734,863836,88.5,89.5,,0.2,,0,0,863837,253176,0,,46720,27320,19400,,3,Multifamily Housing,27320,Parking,0,,,,No Issue,Compliant
24861,8121270000,2019,Multifamily LR (1-4),SUNRISE AT THE LAKE,5,NORTHWEST,1985,13426 GREENWOOD AVE N,SEATTLE,WA,98133,47.72708,-122.35455,Multifamily Housing,,Multifamily LR (1-4),5.3,75,,29.6,29.2,849331,861091,83,81.8,,0.2,,0,0,861091,252371,0,,29063,29063,0,,4,Multifamily Housing,29063,,,,,,No Issue,Compliant
24862,8123100005,2019,NonResidential,OUR LADY OF GUADALUPE SCHOOL,1,DELRIDGE NEIGHBORHOODS,1962,3401 SW MYRTLE ST,SEATTLE,WA,98126,47.53887,-122.37564,K-12 School,,K-12 School,45.4,84,,35.4,36.2,1135370,1109948,53.3,54.3,,1.5,,821208,8212,288739,84625,0,,29874,29874,0,,3,K-12 School,31375,,,,,,No Issue,Compliant
24865,8127700470,2019,Multifamily LR (1-4),MAGNOLIA COURT APTS,7,MAGNOLIA / QUEEN ANNE,1948,2520 32ND AVE W,SEATTLE,WA,98199,47.6418,-122.39786,Multifamily Housing,,Multifamily LR (1-4),2.4,99,,17.8,17.8,397105,396520,49.9,50,,0.1,,0,0,396520,116213,0,,22252,22252,0,,2,Multifamily Housing,22252,,,,,,Account Requires Verification,Not Compliant
24868,8127700530,2019,NonResidential,JESUS CHRIST LATTER DAY SAINTS,7,MAGNOLIA / QUEEN ANNE,1965,2401 31ST AVE W,SEATTLE,WA,98199,47.64,-122.39743,Worship Facility,,Worship Facility,49.4,33,,48,49.3,1084167,1056642,61.7,63.1,,2.5,,914430,9144,142212,41680,0,,20140,20140,0,,1,Worship Facility,22000,,,,,,No Issue,Compliant
24876,3626039349,2019,NonResidential,GREENWOOD SELF SERVICE STORAGE,6,NORTHWEST,1990,10113 GREENWOOD AVE N,SEATTLE,WA,98133,47.70281,-122.35623,Self-Storage Facility,,Self-Storage Facility,9.3,,,8,8,574106,574106,19.4,19.4,,0.2,,122399,1224,451707,132388,0,,71874,40485,31389,,2,Self-Storage Facility,71874,,,,,,No Issue,Compliant
24880,3630700000,2019,Multifamily MR (5-9),IV WEST,7,MAGNOLIA / QUEEN ANNE,2003,530 4TH AVE W,SEATTLE,WA,98119,47.62424,-122.36169,Multifamily Housing,,Multifamily MR (5-9),19.9,94,,24.6,24.7,1284502,1281463,60.4,60.6,,0.4,,254566,2546,1026897,300966,0,,52020,52020,0,,5,Multifamily Housing,52013,,,,,,No Issue,Compliant
24883,3640300000,2019,Multifamily MR (5-9),JACKSON COURT CONDOMINIUM,3,EAST,1991,530 MELROSE AVE E,SEATTLE,WA,98102,47.62402,-122.32757,Multifamily Housing,,Multifamily MR (5-9),18.4,34,,43.9,44,1431182,1426679,111.9,112.3,,0.6,,203829,2038,1222850,358397,0,,39750,30130,9620,,7,Multifamily Housing,32510,Parking,9503,,,,No Issue,Compliant
24886,3646100005,2019,NonResidential,RCC,3,CENTRAL,1971,100 23RD AVE S,SEATTLE,WA,98144,47.60104,-122.30155,Office,,Office,30.9,93,,50.3,50.3,1512887,1512789,114,114,,0.8,,459382,4594,1053407,308736,0,,39953,39953,0,,2,Office,30100,,,,,,No Issue,Compliant
24887,55696400000,2019,Multifamily LR (1-4),Monica's Village Place 1,3,CENTRAL,2010,140 23RD AVE S,SEATTLE,WA,98144,47.60058,-122.3017,Multifamily Housing,,Multifamily LR (1-4),57,,,43.6,44.2,2392085,2363498,93,93.9,,0.4,,903310,9033,1460188,427957,0,,157724,136521,21203,,4,Multifamily Housing,47708,Parking,21203,Office,4060,,No Issue,Compliant
24888,3646100065,2019,Multifamily LR (1-4),CANNON HOUSE RETIREMENT & ASSISTED LIVING RESIDENC,3,CENTRAL,2001,113 23RD AVE S,SEATTLE,WA,98144,47.60073,-122.30257,Senior Care Community,,Multifamily LR (1-4),18.4,80,,31.6,31.4,2958885,2978709,88.4,87.8,,0.2,,0,0,2978709,873010,0,,94370,94370,0,,4,Senior Care Community,94370,,,,,,No Issue,Compliant
24893,3646100320,2019,NonResidential,PROMENADE NORTH 1,3,CENTRAL,1998,306 23RD AVE S,SEATTLE,WA,98144,47.60009,-122.3017,Retail Store,,Retail Store,11.9,6,,91,91,1929560,1929560,254.8,254.8,,0.6,,0,0,1929560,565522,0,,21200,21200,0,,2,Retail Store,14168,Office,7032,,,,No Issue,Compliant
24902,3656500000,2019,Multifamily LR (1-4),JADE MOUNTAIN CONDOMINIUM,6,NORTHWEST,2006,9057 GREENWOOD AVE N,SEATTLE,WA,98103,47.69583,-122.35566,Multifamily Housing,,Multifamily LR (1-4),4.2,,,25.2,25.5,691602,685085,70.6,71.3,,0.1,,0,0,685085,200787,0,,30386,30386,0,,4,Multifamily Housing,23927,Retail Store,3242,,,,No Issue,Compliant
24906,3658700305,2019,Multifamily MR (5-9),ROOSEVELT APARTMENTS,4,NORTHEAST,1988,6700 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.6775,-122.3171,Multifamily Housing,,Multifamily MR (5-9),11.4,100,,22.9,23.1,1864780,1848608,64.1,64.7,,0.1,,0,0,1848608,541796,0,,109982,80701,29281,,5,Multifamily Housing,80701,Parking,29281,,,,No Issue,Compliant
24908,7518503620,2019,SPS-District K-12,SALMON BAY K-8 (SPS-DISTRICT),6,BALLARD,1931,1810 NW 65TH ST,SEATTLE,WA,98117,47.6763,-122.38051,K-12 School,,K-12 School,221.9,77,,42.1,43.3,5070732,4935335,57.1,58.3,,1.9,,4077962,40780,857373,251282,0,,117116,117116,0,,3,K-12 School,117116,,,,,,No Issue,Compliant
24909,7518505195,2019,NonResidential,FIRST LUTHERAN CHURCH OF BALLARD,6,BALLARD,1928,2006 NW 65TH ST,SEATTLE,WA,98117,47.67628,-122.38238,Worship Facility,,Worship Facility,33,45,,38.4,39.4,951108,927068,65.4,66.8,,1.4,,581637,5816,345431,101240,0,,24120,24120,0,,2,Worship Facility,24120,,,,,,No Issue,Compliant
24911,7518507190,2019,NonResidential,TRINITY METHODIST CHURCH,6,BALLARD,1929,6510 23RD AVE NW,SEATTLE,WA,98117,47.6764,-122.38502,Worship Facility,,Worship Facility,59.1,59,,34.5,35.4,1284206,1248200,43.6,44.6,,1.7,,1095290,10953,152910,44815,0,,35736,35736,0,,3,Worship Facility,36227,,,,,,No Issue,Compliant
24921,7518508938,2019,Multifamily LR (1-4),BALLARD HEIGHTS APTS,6,BALLARD,1988,6500 24TH AVE NW,SEATTLE,WA,98117,47.6763,-122.38726,Multifamily Housing,,Multifamily LR (1-4),7.6,85,,28.9,29,895365,890299,78.3,78.8,,0.2,,44996,450,845303,247744,0,,46686,36273,10413,,4,Multifamily Housing,30832,,,,,,No Issue,Compliant
24934,7532850000,2019,Multifamily LR (1-4),SAN VILLA CONDOMINIUM,5,NORTH,1995,9520 1ST AVE NE,SEATTLE,WA,98115,47.69834,-122.32788,Multifamily Housing,,Multifamily LR (1-4),3.3,95,,26.4,26.6,538660,535002,73.9,74.4,,0.2,,0,0,535002,156800,0,,20261,20261,0,,2,Multifamily Housing,20261,Parking,6300,,,,No Issue,Compliant
24943,7666207461,2019,NonResidential,A O SMITH CORP (includes #24845),2,GREATER DUWAMISH,1941,60 S SPOKANE ST,SEATTLE,WA,98134,47.57298,-122.33644,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,45.2,14,,17.1,17,1402056,1410013,31.3,31.4,,0.9,,777054,7771,632959,185510,0,,51050,51050,0,,1,Non-Refrigerated Warehouse,82592,,,,,,No Issue,Compliant
24948,7666207515,2019,NonResidential,BARGREEN-ELLINGSON INC (OLD KLINEBURGER),2,GREATER DUWAMISH,1954,3627 1ST AVE S,SEATTLE,WA,98134,47.57044,-122.33475,Retail Store,,Retail Store,34.4,75,,47.7,48.3,1056982,1044918,86.1,86.6,,1.6,,594963,5950,449955,131874,0,,21900,21900,0,,2,Retail Store,21900,,,,,,No Issue,Compliant
24950,7666203295,2019,NonResidential,CENTURYLINK: COIN OFFICE,2,GREATER DUWAMISH,1952,811 S MASSACHUSETTS ST,SEATTLE,WA,98134,47.58754,-122.3224,Other,,Other,5.2,,,101.7,103.7,853064,836490,284.8,290.5,,0.2,,0,0,836490,245161,0,,25460,25460,0,,1,Other,8223,,,,,,No Issue,Compliant
24958,7666207605,2019,NonResidential,BUFFALO INDUSTRIES INC,2,GREATER DUWAMISH,1964,3401 COLORADO AVE S,SEATTLE,WA,98134,47.57339,-122.33735,,,,0,,,,,,,,,,0,,0,0,0,0,0,,33462,33462,0,,1,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant
24959,7666207610,2019,NonResidential,HANFORD CNTR,2,GREATER DUWAMISH,1952,25 S HANFORD ST,SEATTLE,WA,98134,47.57506,-122.33862,Mixed Use Property,,Mixed Use Property,10.3,,,22.6,22.7,791638,789159,57.4,57.5,,0.3,,115919,1159,673239,197315,0,,35310,35310,0,,1,Other,16231,Non-Refrigerated Warehouse,9842,Refrigerated Warehouse,8877,,No Issue,Compliant
24965,7666700315,2019,NonResidential,PORT OF SEATTLE- T-104 W-3 Container Freight station,2,GREATER DUWAMISH,1930,3627 DUWAMISH AVE S,SEATTLE,WA,98134,47.57037,-122.34405,Transportation Terminal/Station,,Transportation Terminal/Station,7.4,,,29.2,29.2,1203683,1203683,81.6,81.6,,0.2,,0,0,1203683,352779,0,,41280,41280,0,,1,Transportation Terminal/Station,41280,,,,,,No Issue,Compliant
24976,8129700840,2019,Multifamily LR (1-4),SUNRAY APTS,6,LAKE UNION,1966,4207 PHINNEY AVE N,SEATTLE,WA,98103,47.65806,-122.35467,Multifamily Housing,,Multifamily LR (1-4),2.5,,,20,20,411538,410632,56,56.1,,0.1,,0,0,410632,120350,0,,23420,20529,2891,,4,Multifamily Housing,20529,Parking,2891,,,,No Issue,Compliant
24987,8139000000,2019,Multifamily MR (5-9),SUNSET WEST PHASE II CONDOMINIUM,6,BALLARD,1968,6533 SEAVIEW AVE NW,SEATTLE,WA,98117,47.67624,-122.40974,Multifamily Housing,,Multifamily MR (5-9),522.8,11,,59.1,59.8,14304156,14125790,97.5,98.6,,2.2,,9282134,92821,4843658,1419595,0,,239054,239054,0,,7,Multifamily Housing,239054,,,,,,No Issue,Compliant
24989,8155700000,2019,Multifamily HR (10+),SUTTON PLACE CONDOMINIUM,3,EAST,1960,1221 MINOR AVE,SEATTLE,WA,98101,47.61174,-122.32611,Multifamily Housing,,Multifamily HR (10+),506,8,,109.3,111.3,11320742,11111730,145.6,147.7,,5,,9319667,93197,1792063,525224,0,,101706,101706,0,,10,Multifamily Housing,101706,,,,,,No Issue,Compliant
24991,8159100110,2019,NonResidential,CENTURYLINK: DUWAMISH MAIN,2,GREATER DUWAMISH,1962,7000 E MARGINAL WAY S,SEATTLE,WA,98108,47.54089,-122.32323,Other,,Other,30.2,,,140.8,140.8,4891461,4891461,394.3,394.3,,0.8,,0,0,4891460,1433605,0,,36140,36140,0,,3,Other,34733,,,,,,No Issue,Compliant
24994,8170100120,2019,NonResidential,DING HOW SHOPPING CENTER,3,DOWNTOWN,1991,1207 S JACKSON ST,SEATTLE,WA,98144,47.59886,-122.31678,Other - Mall,,Other - Mall,188.3,,,180.7,181.3,5374090,5355436,310.6,311.2,,7.1,,3308474,33085,2046962,599930,0,,47963,26579,21384,,2,Other - Mall,29640,Parking,6000,,,,No Issue,Compliant
25000,8170100295,2019,NonResidential,WAREHOUSE,2,DOWNTOWN,1930,1000 S WELLER ST,SEATTLE,WA,98104,47.59774,-122.31936,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,20,56,,23,22.7,518315,524432,36.9,36.6,,0.8,,357566,3576,166867,48906,0,,23903,23903,0,,1,Non-Refrigerated Warehouse,18350,Worship Facility,4500,,,,No Issue,Compliant
25001,3658700540,2019,NonResidential,ECONO MINI,4,NORTHEAST,1947,6920 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67923,-122.31715,Self-Storage Facility,,Self-Storage Facility,47,,,44.3,45.2,1018220,998399,56.6,57.5,,2.1,,869204,8692,129195,37865,0,,22522,22522,0,,3,Self-Storage Facility,22522,,,,,,No Issue,Compliant
25002,3658700555,2019,NonResidential,ROOSEVELT SELF STORAGE,4,NORTHEAST,1996,6902 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67905,-122.31697,Self-Storage Facility,,Self-Storage Facility,21.8,,,22.6,22.6,878931,878931,47.5,47.5,,0.6,,348195,3482,530736,155550,0,,38959,38959,0,,4,Self-Storage Facility,38959,,,,,,No Issue,Compliant
25004,3667500025,2019,Multifamily LR (1-4),PENN HALL APTS,3,SHARED: CENTRAL &amp; EAST,1926,1907 E JOHN ST,SEATTLE,WA,98112,47.61945,-122.30702,Multifamily Housing,,Multifamily LR (1-4),20.2,73,,66.6,66.7,1387514,1385114,95.9,96,,1,,341845,3418,325172,95302,0,,27840,20809,7031,,3,Multifamily Housing,20809,Parking,7031,,,,No Issue,Compliant
25006,3667500085,2019,Multifamily LR (1-4),HONEYSUCKLE APTS,3,SHARED: CENTRAL &amp; EAST,1978,202 19TH AVE E,SEATTLE,WA,98112,47.61997,-122.30709,Multifamily Housing,,Multifamily LR (1-4),4.9,,,44.7,45.2,796942,787098,125,126.6,,0.2,,0,0,787098,230685,0,,20739,20739,0,,3,Multifamily Housing,17628,,,,,,No Issue,Compliant
25025,3683900005,2019,NonResidential,1801 RAINIER AVE S (ID25025),3,GREATER DUWAMISH,1928,1801 RAINIER AVE S,SEATTLE,WA,98144,47.5867,-122.30519,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,0.7,,,4.3,4.3,112082,112082,12.1,12.1,,0,,0,0,112081,32849,0,,25955,25955,0,,2,Non-Refrigerated Warehouse,14150,Other - Services,8745,Office,3060,,Account Requires Verification,Not Compliant
25028,3726800210,2019,Multifamily LR (1-4),JEFFERSON PK APTS,2,GREATER DUWAMISH,1925,1756 S SPOKANE ST,SEATTLE,WA,98144,47.5721,-122.30877,Multifamily Housing,,Multifamily LR (1-4),15.8,99,,22.8,23,578655,573589,45.7,46.1,,0.6,,261290,2613,312299,91530,0,,25120,25120,0,,3,Multifamily Housing,25120,,,,,,No Issue,Compliant
25042,7548300545,2019,NonResidential,ALAN FRIEDMAN BUILDING,2,GREATER DUWAMISH,1966,1701 18TH AVE S,SEATTLE,WA,98144,47.58813,-122.31013,Residential Care Facility,,Residential Care Facility,61.5,,,53.9,,,1795867,94.4,,,1.8,,1074980,10750,720887,211280,0,,33332,33332,0,,2,Residential Care Facility,33332,,,,,,No Issue,Compliant
25046,7548800025,2019,Multifamily HR (10+),BEACON TOWER APTS,2,GREATER DUWAMISH,1971,1311 S MASSACHUSETTS ST,SEATTLE,WA,98144,47.5882,-122.31551,Multifamily Housing,,Multifamily HR (10+),78.5,69,,45.3,45.7,3648177,3617168,100.5,101.4,,1.1,,1197005,11970,2420163,709309,0,,73898,73898,0,,15,Multifamily Housing,79912,,,,,,No Issue,Compliant
25047,7549800395,2019,Multifamily LR (1-4),EAGLE RIDGE PLAZA,2,GREATER DUWAMISH,2001,5333 15TH AVE S,SEATTLE,WA,98108,47.55401,-122.31379,Multifamily Housing,,Multifamily LR (1-4),25.1,84,,35.4,35.8,1051569,1037689,75.3,75.9,,0.9,,397702,3977,639987,187570,0,,36383,29353,7030,,3,Multifamily Housing,25153,Office,4200,Parking,0,,No Issue,Compliant
25053,7556600000,2019,Multifamily LR (1-4),SANDPOINTER CONDOMINIUM,4,NORTHEAST,1972,6301 SAND POINT WAY NE,SEATTLE,WA,98115,47.67542,-122.26558,Multifamily Housing,,Multifamily LR (1-4),49.7,66,,30,30,3399840,3398449,74.6,75.3,,0.4,,612118,6121,2786331,816627,0,,136752,136752,0,,2,Multifamily Housing,113227,,,,,,No Issue,Compliant
25054,7556800000,2019,Multifamily LR (1-4),SANDPIPER THE CONDOMINIUM,4,NORTHEAST,1977,7501 SAND POINT WAY NE,SEATTLE,WA,98115,47.68341,-122.26403,Multifamily Housing,,Multifamily LR (1-4),20.2,73,,29.8,30.2,3313710,3272724,83.5,84.5,,0.2,,0,0,3272724,959181,0,,120701,120701,0,,3,Multifamily Housing,109786,Swimming Pool,0,,,,No Issue,Compliant
25055,7559300000,2019,Multifamily LR (1-4),SAPPHIRE CONDOMINIUM,6,NORTHWEST,2006,424 N 85TH ST,SEATTLE,WA,98103,47.69093,-122.35297,Multifamily Housing,,Multifamily LR (1-4),8.1,54,,30.9,31,1313003,1307338,86.4,86.7,,0.1,,664,7,1306675,382964,0,,54238,54238,0,,4,Multifamily Housing,42377,,,,,,No Issue,Compliant
25056,7569000000,2019,Multifamily MR (5-9),SAUSALITO CONDOMINIUM,1,DELRIDGE NEIGHBORHOODS,2002,3015 SW AVALON WAY,SEATTLE,WA,98126,47.56656,-122.37111,Multifamily Housing,,Multifamily MR (5-9),29.8,80,,34.2,34.3,1415399,1414625,76.9,76.7,,0.7,,449107,4491,965518,282977,0,,41310,41310,0,,6,Multifamily Housing,41310,,,,,,No Issue,Compliant
25061,7579200050,2019,Multifamily MR (5-9),4730 CALIFORNIA APARTMENTS,1,SOUTHWEST,2014,4730 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56013,-122.38642,Multifamily Housing,,Multifamily MR (5-9),55.5,67,,47.2,47.2,2980932,2978680,110.1,110,,0.7,,791763,7918,2186918,640949,0,,113204,84970,28234,,7,Multifamily Housing,63160,Parking,10240,,,,No Issue,Compliant
25062,7579200155,2019,Multifamily MR (5-9),MURAL APARTMENTS - NEW CONST.,1,SOUTHWEST,2008,4727 42ND AVE SW,SEATTLE,WA,98116,47.56016,-122.38583,Multifamily Housing,,Multifamily MR (5-9),120.9,100,,34.6,34.7,3959589,3942454,65.2,65.3,,1.1,,2057328,20573,1885126,552499,0,,156605,114045,42560,,7,Multifamily Housing,114045,Parking,42560,,,,Account Requires Verification,Not Compliant
25065,7579200295,2019,Multifamily MR (5-9),CITY WATCH APTS,1,SOUTHWEST,1991,4718 41ST AVE SW,SEATTLE,WA,98116,47.56028,-122.38371,Mixed Use Property,,Multifamily MR (5-9),22.7,87,,34.9,35,3692506,3688669,97.8,97.9,,0.2,,0,0,3688669,1081087,0,,163699,105596,58103,,5,Multifamily Housing,80536,Parking,58103,Office,25060,,No Issue,Compliant
25069,5392100055,2019,Campus,O'DEA HIGH SCHOOL,3,EAST,1923,802 TERRY AVE,SEATTLE,WA,98104,47.60776,-122.32481,K-12 School,,K-12 School,71.2,70,,47.8,47.9,2206868,2203174,89.1,89.2,,1.5,,669653,6697,977047,286356,556474,,46100,46100,0,,4,K-12 School,46100,Parking,0,,,,No Issue,Compliant
25076,5438300000,2019,Multifamily MR (5-9),MELROSE EAST CONDOMINIUM,3,EAST,1978,150 MELROSE AVE E,SEATTLE,WA,98102,47.61984,-122.32764,Multifamily Housing,,Multifamily MR (5-9),34,77,,33.1,33.3,1730057,1720024,76,76.4,,0.7,,498532,4985,1221492,357999,0,,51910,51910,0,,5,Multifamily Housing,51910,,,,,,No Issue,Compliant
25078,5452700000,2019,Multifamily LR (1-4),MERCER PLACE CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1987,522 W MERCER PL,SEATTLE,WA,98119,47.62501,-122.3639,Multifamily Housing,,Multifamily LR (1-4),3.4,,,26.7,26.6,545208,547250,74.7,74.4,,0.2,,0,0,547250,160390,0,,20506,20506,0,,4,Multifamily Housing,20506,,,,,,No Issue,Compliant
