,Unnamed: 0,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,OSE Building Type,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,LargestPropertyUseType OSE GFA for Policy,SecondLargestPropertyUseType OSE GFA for Policy,ThirdLargestPropertyUseType OSE GFA for Policy,Total GFA for Policy,LargestPropertyUseType Percent GFA,SecondLargestPropertyUseType Percent GFA,ThirdLargestPropertyUseType Percent GFA,sq_ft_classification
1710,1731,23310,8590900585,2019,NonResidential,FRYE ART MUSEUM,99623,4210510,6838178,47699,47699,0,Museum,47000.0,Parking,0.0,,,NonResidential,Entertainment/Public Assembly,,,47000.0,0.0,0.0,47000.0,1.0,0.0,0.0,D
1711,1732,23311,8590900646,2019,NonResidential,FIRST HILL MEDICAL PAVILION (HART FIRST HILL LLC),0,13196432,15956462,383914,227569,156345,Medical Office,229711.0,Parking,135954.0,,,NonResidential,Office,,,229711.0,135954.0,0.0,365665.0,0.6282006754816567,0.3717993245183433,0.0,A
1712,1733,23319,3801000000,2019,Multifamily HR (10+),KELLEHER HOUSE CONDOMINIUM,0,2913675,0,76855,76855,0,Multifamily Housing,64046.0,,,,,Multifamily,Multifamily Housing,,,64046.0,0.0,0.0,64046.0,1.0,0.0,0.0,C
1713,1734,23320,3812400023,2019,NonResidential,CENTURYLINK: PARKWAY CO,0,4044622,0,41022,41022,0,Other,41022.0,,,,,NonResidential,Other,,,41022.0,0.0,0.0,41022.0,1.0,0.0,0.0,D
1714,1735,23322,3821700041,2019,Multifamily LR (1-4),Park 3025,235095,1847599,0,93087,93087,0,Multifamily Housing,93087.0,Parking,17425.0,,,Multifamily,Multifamily Housing,,,93087.0,17425.0,0.0,110512.0,0.842324815404662,0.157675184595338,0.0,B
1715,1736,23323,3821700080,2019,Multifamily LR (1-4),Andante Seattle,0,2038906,0,86835,86835,0,Multifamily Housing,52742.0,Parking,3240.0,,,Multifamily,Multifamily Housing,,,52742.0,3240.0,0.0,55982.0,0.942124254224572,0.0578757457754278,0.0,C
1716,1737,23327,3821700111,2019,Multifamily LR (1-4),CLOCKTOWER APTS - 140 UNITS,0,3609094,0,128649,113994,14655,Multifamily Housing,113994.0,Parking,14655.0,,,Multifamily,Multifamily Housing,,,113994.0,14655.0,0.0,128649.0,0.8860853951449292,0.1139146048550707,0.0,B
1717,1738,23331,3821700140,2019,NonResidential,GATEWAY PLAZA OFFICE BLDG,0,527250,0,33580,20590,12990,Office,20590.0,Parking,12990.0,,,NonResidential,Office,,,20590.0,12990.0,0.0,33580.0,0.6131625967837999,0.3868374032162001,0.0,D
1718,1739,23335,3834000540,2019,Multifamily MR (5-9),VICTORIA PARK SENIOR APARTMENTS,1008353,2789358,0,165914,124773,41141,Multifamily Housing,117271.0,Parking,41141.0,Retail Store,7502.0,Multifamily,Multifamily Housing,,Retail Store,117271.0,41141.0,7502.0,165914.0,0.7068179900430344,0.2479658136142821,0.0452161963426835,B
1719,1740,23340,3834500070,2019,Multifamily MR (5-9),KING ARTHUR'S COURT APARTMENTS,0,2061742,0,103554,72828,30726,Multifamily Housing,80250.0,,,,,Multifamily,Multifamily Housing,,,80250.0,0.0,0.0,80250.0,1.0,0.0,0.0,C
1720,1741,23342,3834500415,2019,NonResidential,DAILY RACING FORM/WAREHOUSE,24344,72367,0,21936,21936,0,Non-Refrigerated Warehouse,21936.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,21936.0,0.0,0.0,21936.0,1.0,0.0,0.0,E
1721,1742,23364,7625704460,2019,Multifamily LR (1-4),IVY COURT,127724,703347,0,34544,33521,1023,Multifamily Housing,24813.0,Retail Store,5690.0,,,Multifamily,Multifamily Housing,Retail Store,,24813.0,5690.0,0.0,30503.0,0.8134609710520276,0.1865390289479723,0.0,D
1722,1743,23365,7625704470,2019,Multifamily LR (1-4),MARNAE APTS,0,605672,0,22195,22195,0,Multifamily Housing,22195.0,,,,,Multifamily,Multifamily Housing,,,22195.0,0.0,0.0,22195.0,1.0,0.0,0.0,E
1723,1744,23367,7628300000,2019,Multifamily MR (5-9),SEABIRD CONDOMINIUM,636249,1486487,0,72155,72155,0,Multifamily Housing,72155.0,Parking,18039.0,,,Multifamily,Multifamily Housing,,,72155.0,18039.0,0.0,90194.0,0.799997782557598,0.2000022174424019,0.0,B
1724,1745,23368,7628750000,2019,NonResidential,SEABOARD BUILDING CONDOMINIUM,4227603,5885345,0,111137,111137,0,Office,42939.0,Multifamily Housing,40878.0,Bank Branch,10887.0,NonResidential,Office,Multifamily Housing,Retail Store,42939.0,40878.0,10887.0,94704.0,0.4534021794221997,0.4316396350734921,0.1149581855043081,B
1725,1746,23372,7647500000,2019,Multifamily LR (1-4),CUMBERLAND APARTMENTS,0,595468,0,30080,22632,7448,Multifamily Housing,30080.0,,,,,Multifamily,Multifamily Housing,,,30080.0,0.0,0.0,30080.0,1.0,0.0,0.0,D
1726,1747,23373,7656900000,2019,Multifamily HR (10+),SEATTLE HEIGHTS CONDOMINIUM,3414735,7938253,0,260685,255205,5480,Multifamily Housing,305179.0,Parking,93906.0,Office,4412.0,Multifamily,Multifamily Housing,,Office,305179.0,93906.0,4412.0,403497.0,0.7563352391715428,0.2327303548725269,0.0109344059559302,A
1727,1748,23377,7660100105,2019,Multifamily LR (1-4),APARTMENTS,0,382621,0,20467,20467,0,Multifamily Housing,20467.0,,,,,Multifamily,Multifamily Housing,,,20467.0,0.0,0.0,20467.0,1.0,0.0,0.0,E
1728,1749,23396,7666703680,2019,NonResidential,4500 W MARGINAL WAY SW,626363,459738,0,40189,40189,0,Other - Utility,28347.0,Office,9113.0,Parking,0.0,NonResidential,Other,Office,,28347.0,9113.0,0.0,37460.0,0.7567271756540309,0.243272824345969,0.0,D
1729,1750,23397,7666703920,2019,NonResidential,FRASER BOILER SERVICE,51992,1913787,0,28109,28109,0,Other,28109.0,,,,,NonResidential,Other,,,28109.0,0.0,0.0,28109.0,1.0,0.0,0.0,E
1730,1751,23400,7666704005,2019,NonResidential,FRYE COMMERCE CENTER,1428391,2345217,0,27000,27000,0,Office,49334.0,Non-Refrigerated Warehouse,18000.0,Retail Store,9000.0,NonResidential,Office,Non-Refrigerated Warehouse,Retail Store,49334.0,18000.0,9000.0,76334.0,0.6462912987659496,0.2358058008227002,0.1179029004113501,C
1731,1752,23408,8590901030,2019,NonResidential,VIRGINIA MASON- BARONESS HOTEL,2122147,542768,0,35770,35770,0,Hotel,35770.0,,,,,NonResidential,Hotel,,,35770.0,0.0,0.0,35770.0,1.0,0.0,0.0,D
1732,1753,23409,8590901035,2019,Multifamily MR (5-9),CHASSELTON APTS,2585898,429419,0,51900,51900,0,Multifamily Housing,51900.0,,,,,Multifamily,Multifamily Housing,,,51900.0,0.0,0.0,51900.0,1.0,0.0,0.0,C
1733,1754,23410,8590901105,2019,NonResidential,VIRGINIA MASON- INN AT VIRGINIA MASON,2098048,1503905,0,48006,48006,0,Hotel,54319.0,,,,,NonResidential,Hotel,,,54319.0,0.0,0.0,54319.0,1.0,0.0,0.0,C
1734,1755,23416,8591900145,2019,NonResidential,VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT,1877957,2033900,0,29631,29631,0,Supermarket/Grocery Store,16000.0,Office,13000.0,Restaurant,5000.0,NonResidential,Supermarket/Grocery Store,Office,Restaurant,16000.0,13000.0,5000.0,34000.0,0.4705882352941176,0.3823529411764705,0.1470588235294117,D
1735,1756,23418,8592900065,2019,NonResidential,ENG SUEY SUN PLAZA,517990,790679,0,23472,23472,0,Office,20695.0,Other,1065.0,Retail Store,945.0,NonResidential,Office,Other,Retail Store,20695.0,1065.0,945.0,22705.0,0.9114732437789034,0.0469059678484915,0.0416207883726051,E
1736,1757,23419,8592900285,2019,Nonresidential COS,CSC Engineering (A),2003795,837222,0,21315,21315,0,Office,20424.0,,,,,NonResidential,Office,,,20424.0,0.0,0.0,20424.0,1.0,0.0,0.0,E
1737,1758,23420,8600050000,2019,Multifamily MR (5-9),1300 ALKI CONDOMINIUM,646207,317612,0,23821,23821,0,Multifamily Housing,23821.0,,,,,Multifamily,Multifamily Housing,,,23821.0,0.0,0.0,23821.0,1.0,0.0,0.0,E
1738,1759,23421,8600300000,2019,Multifamily HR (10+),1300 UNIVERSITY CONDOMINIUM,0,1625637,0,53290,53290,0,Multifamily Housing,53290.0,Parking,28184.0,,,Multifamily,Multifamily Housing,,,53290.0,28184.0,0.0,81474.0,0.6540736922208312,0.3459263077791688,0.0,C
1739,1760,23430,8602900000,2019,Multifamily LR (1-4),3100 FAIRVIEW CONDOMINIUM,642779,788605,0,32040,32040,0,Multifamily Housing,32040.0,,,,,Multifamily,Multifamily Housing,,,32040.0,0.0,0.0,32040.0,1.0,0.0,0.0,D
1740,1761,23432,3876900155,2019,Multifamily LR (1-4),CARROLL TERRACE,0,847577,0,22716,22716,0,Multifamily Housing,22298.0,,,,,Multifamily,Multifamily Housing,,,22298.0,0.0,0.0,22298.0,1.0,0.0,0.0,E
1741,1762,23433,3876900165,2019,Multifamily LR (1-4),PARKWING APTS,686427,1042919,0,43477,36292,7185,Multifamily Housing,33292.0,Parking,7185.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,33292.0,7185.0,0.0,40477.0,0.8224917854584085,0.1775082145415915,0.0,D
1742,1763,23435,3876900185,2019,Multifamily MR (5-9),WESTROY APTS,1013,647162,0,31040,25845,5195,Multifamily Housing,25845.0,,,,,Multifamily,Multifamily Housing,,,25845.0,0.0,0.0,25845.0,1.0,0.0,0.0,E
1743,1764,23437,3876900230,2019,Multifamily LR (1-4),MERCER CREST APT,0,622010,0,23636,23636,0,Multifamily Housing,23636.0,,,,,Multifamily,Multifamily Housing,,,23636.0,0.0,0.0,23636.0,1.0,0.0,0.0,E
1744,1765,23438,3877600000,2019,Multifamily LR (1-4),KINNEAR PARK CONDOMINIUM,0,2074254,0,109864,87864,22000,Multifamily Housing,87864.0,Parking,22000.0,,,Multifamily,Multifamily Housing,,,87864.0,22000.0,0.0,109864.0,0.7997524211752712,0.2002475788247287,0.0,B
1745,1766,23439,3877700000,2019,Multifamily LR (1-4),KINNEAR PLAZA CONDOMINIUM,70971,491874,0,25357,25357,0,Multifamily Housing,25357.0,,,,,Multifamily,Multifamily Housing,,,25357.0,0.0,0.0,25357.0,1.0,0.0,0.0,E
1746,1767,23440,3877900000,2019,Multifamily LR (1-4),KINNEAR VISTA CONDOMINIUM,705176,572680,0,24084,24084,0,Multifamily Housing,24084.0,Parking,4800.0,,,Multifamily,Multifamily Housing,,,24084.0,4800.0,0.0,28884.0,0.8338180307436643,0.1661819692563357,0.0,E
1747,1768,23446,3879900155,2019,Multifamily LR (1-4),CASTLE COURT APT 22 UNIT,27175,98255,0,24280,24280,0,Multifamily Housing,24280.0,,,,,Multifamily,Multifamily Housing,,,24280.0,0.0,0.0,24280.0,1.0,0.0,0.0,E
1748,1769,23447,3879900165,2019,Multifamily LR (1-4),VAL ANNE APTS 48 UNIT,0,763249,0,36732,36732,0,Multifamily Housing,34018.0,,,,,Multifamily,Multifamily Housing,,,34018.0,0.0,0.0,34018.0,1.0,0.0,0.0,D
1749,1770,23449,3879900235,2019,Multifamily LR (1-4),900 QUEEN ANNE APARTMENTS,2619085,311144,0,41137,35178,5959,Multifamily Housing,41669.0,,,,,Multifamily,Multifamily Housing,,,41669.0,0.0,0.0,41669.0,1.0,0.0,0.0,D
1750,1771,23450,3879900285,2019,Multifamily LR (1-4),MONTANITA APTS,428465,349687,0,21234,21234,0,Multifamily Housing,21234.0,,,,,Multifamily,Multifamily Housing,,,21234.0,0.0,0.0,21234.0,1.0,0.0,0.0,E
1751,1772,23451,3879900295,2019,Multifamily MR (5-9),FAIRVIEW APTS,0,685538,0,29454,25671,3783,Multifamily Housing,25671.0,Parking,3783.0,,,Multifamily,Multifamily Housing,,,25671.0,3783.0,0.0,29454.0,0.8715624363414137,0.1284375636585862,0.0,E
1752,1773,23452,3879900305,2019,Multifamily LR (1-4),THE TIKI,0,578624,0,25596,25596,0,Multifamily Housing,25596.0,,,,,Multifamily,Multifamily Housing,,,25596.0,0.0,0.0,25596.0,1.0,0.0,0.0,E
1753,1774,23453,3879900325,2019,Multifamily LR (1-4),EDGECLIFF APTS,868511,227735,0,23120,23120,0,Multifamily Housing,23120.0,,,,,Multifamily,Multifamily Housing,,,23120.0,0.0,0.0,23120.0,1.0,0.0,0.0,E
1754,1775,23454,3879900340,2019,Multifamily MR (5-9),JEM-WEY APARTMENTS,0,1239308,0,39212,39212,0,Multifamily Housing,39212.0,,,,,Multifamily,Multifamily Housing,,,39212.0,0.0,0.0,39212.0,1.0,0.0,0.0,D
1755,1776,23457,3879900375,2019,Multifamily LR (1-4),26 UNIT,0,516966,0,22093,22093,0,Multifamily Housing,22093.0,Parking,800.0,,,Multifamily,Multifamily Housing,,,22093.0,800.0,0.0,22893.0,0.9650548202507316,0.0349451797492683,0.0,E
1756,1777,23458,3879900435,2019,Multifamily LR (1-4),BUNGALOW APTS & REST/RETAIL,0,7332,0,22113,22113,0,Retail Store,6213.0,Multifamily Housing,0.0,,,Multifamily,Retail Store,Multifamily Housing,,6213.0,0.0,0.0,6213.0,1.0,0.0,0.0,F
1757,1778,23459,3879900465,2019,NonResidential,18 WEST MERCER BUILDING,308247,1513109,0,57110,41298,15812,Office,40062.0,Parking,9706.0,,,NonResidential,Office,,,40062.0,9706.0,0.0,49768.0,0.804975084391577,0.195024915608423,0.0,D
1758,1779,23462,3879900500,2019,Multifamily LR (1-4),DEL ROY APARTMENTS,0,946382,0,40370,40370,0,Multifamily Housing,40370.0,,,,,Multifamily,Multifamily Housing,,,40370.0,0.0,0.0,40370.0,1.0,0.0,0.0,D
1759,1780,23465,3879900590,2019,Multifamily LR (1-4),CHANDLER HALL APTS,3077153,483324,0,51150,51150,0,Multifamily Housing,48320.0,,,,,Multifamily,Multifamily Housing,,,48320.0,0.0,0.0,48320.0,1.0,0.0,0.0,D
1760,1781,23466,3879900620,2019,Multifamily MR (5-9),THE QUEENSBOROUGH,4763561,1274938,0,129860,83306,46554,Multifamily Housing,83306.0,Parking,46554.0,,,Multifamily,Multifamily Housing,,,83306.0,46554.0,0.0,129860.0,0.6415062374865239,0.358493762513476,0.0,B
1761,1782,23484,7660600235,2019,Multifamily LR (1-4),BEACON VIEW APARTMENT BLDG A,0,2129637,0,35796,35796,0,Multifamily Housing,69272.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,69272.0,0.0,0.0,69272.0,1.0,0.0,0.0,C
1762,1783,23495,7663700330,2019,Multifamily LR (1-4),"SHERWOOD APTS BLDG B, C, D,  E",95987,1914662,0,72671,72671,0,Multifamily Housing,58831.0,Parking,2112.0,,,Multifamily,Multifamily Housing,,,58831.0,2112.0,0.0,60943.0,0.965344666327552,0.034655333672448,0.0,C
1763,1784,23496,7663700331,2019,Multifamily LR (1-4),MORRISON MANOR APTS 24 UNITS,0,707050,0,22382,22382,0,Multifamily Housing,22382.0,,,,,Multifamily,Multifamily Housing,,,22382.0,0.0,0.0,22382.0,1.0,0.0,0.0,E
1764,1785,23499,7663700369,2019,Multifamily LR (1-4),SHERWOOD APTS- BLDG A - 28 UNITS,0,723178,0,27639,27639,0,Multifamily Housing,23726.0,,,,,Multifamily,Multifamily Housing,,,23726.0,0.0,0.0,23726.0,1.0,0.0,0.0,E
1765,1786,23501,7663700390,2019,Multifamily LR (1-4),Jackson Park House & Village,472600,1936665,0,101613,101613,0,Multifamily Housing,101613.0,,,,,Multifamily,Multifamily Housing,,,101613.0,0.0,0.0,101613.0,1.0,0.0,0.0,B
1766,1787,23502,7663700410,2019,Multifamily LR (1-4),MIRRORWOOD APTS,0,1016099,0,30942,30942,0,Multifamily Housing,30942.0,,,,,Multifamily,Multifamily Housing,,,30942.0,0.0,0.0,30942.0,1.0,0.0,0.0,D
1767,1788,23503,7666706590,2019,NonResidential,SALTYS RESTAURANT,7055625,3158868,0,20398,20398,0,Restaurant,19232.0,Office,1166.0,,,NonResidential,Restaurant,Office,,19232.0,1166.0,0.0,20398.0,0.9428375330914796,0.0571624669085204,0.0,E
1768,1789,23504,7674800055,2019,NonResidential,ALASKA COPPER CO WHSE,398621,1021934,0,41308,41308,0,Distribution Center,41308.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,41308.0,0.0,0.0,41308.0,1.0,0.0,0.0,D
1769,1790,23508,7677290000,2019,Multifamily LR (1-4),SEAVIEW CONDOMINIUM,2319540,406985,0,36751,36751,0,Multifamily Housing,36751.0,,,,,Multifamily,Multifamily Housing,,,36751.0,0.0,0.0,36751.0,1.0,0.0,0.0,D
1770,1791,23510,7680600000,2019,Multifamily LR (1-4),SEAVIEW TERRACE CONDOMINIUM,1500636,830237,0,39888,39888,0,Multifamily Housing,39888.0,,,,,Multifamily,Multifamily Housing,,,39888.0,0.0,0.0,39888.0,1.0,0.0,0.0,D
1771,1792,23515,7683940000,2019,Multifamily LR (1-4),SEDONA COURT CONDOMINIUM,0,695351,0,30833,30833,0,Multifamily Housing,30833.0,,,,,Multifamily,Multifamily Housing,,,30833.0,0.0,0.0,30833.0,1.0,0.0,0.0,D
1772,1793,23516,7690400000,2019,Multifamily MR (5-9),SELANO CONDOMINIUM,8645,821906,0,28453,28453,0,Multifamily Housing,26122.0,Parking,15000.0,Medical Office,2317.0,Multifamily,Multifamily Housing,,Office,26122.0,15000.0,2317.0,43439.0,0.6013490181634016,0.345311816570363,0.0533391652662354,D
1773,1794,23517,7693700000,2019,Multifamily MR (5-9),SENTINEL THE CONDOMINIUM,0,728148,0,28291,28291,0,Multifamily Housing,28291.0,,,,,Multifamily,Multifamily Housing,,,28291.0,0.0,0.0,28291.0,1.0,0.0,0.0,E
1774,1795,23518,7695400000,2019,Multifamily LR (1-4),SERANA CONDOMINIUMS,0,829250,0,34459,34459,0,Multifamily Housing,34459.0,,,,,Multifamily,Multifamily Housing,,,34459.0,0.0,0.0,34459.0,1.0,0.0,0.0,D
1775,1796,23519,7697400000,2019,Multifamily MR (5-9),SERRANO ON CALIFORNIA CONDOMINIUM,500818,908358,0,40025,40025,0,Multifamily Housing,40025.0,,,,,Multifamily,Multifamily Housing,,,40025.0,0.0,0.0,40025.0,1.0,0.0,0.0,D
1776,1797,23521,7697980000,2019,Multifamily MR (5-9),714 BELLEVUE AVE E CONDOMINIUM,0,656337,0,25012,25012,0,Multifamily Housing,25012.0,,,,,Multifamily,Multifamily Housing,,,25012.0,0.0,0.0,25012.0,1.0,0.0,0.0,E
1777,1798,23522,7698100000,2019,Multifamily MR (5-9),SEVEN HIGHLAND DRIVE CONDOMINIUM,547688,705799,0,35750,30709,5041,Multifamily Housing,35750.0,,,,,Multifamily,Multifamily Housing,,,35750.0,0.0,0.0,35750.0,1.0,0.0,0.0,D
1778,1799,23523,7698120000,2019,Multifamily MR (5-9),700 CROCKETT PLACE CONDOMINIUM,0,903469,0,34726,34726,0,Multifamily Housing,34726.0,,,,,Multifamily,Multifamily Housing,,,34726.0,0.0,0.0,34726.0,1.0,0.0,0.0,D
1779,1800,23530,7698400000,2019,Multifamily LR (1-4),Capitol Hill Townhomes,0,1218630,0,49106,49106,0,Multifamily Housing,49106.0,,,,,Multifamily,Multifamily Housing,,,49106.0,0.0,0.0,49106.0,1.0,0.0,0.0,D
1780,1802,23543,8633100000,2019,Multifamily LR (1-4),THORNTON CREEK,0,733844,0,30870,30870,0,Multifamily Housing,32360.0,,,,,Multifamily,Multifamily Housing,,,32360.0,0.0,0.0,32360.0,1.0,0.0,0.0,D
1781,1803,23552,8653700000,2019,Multifamily MR (5-9),TOBIRA,0,1771964,0,109284,109284,0,Multifamily Housing,78669.0,Parking,30615.0,,,Multifamily,Multifamily Housing,,,78669.0,30615.0,0.0,109284.0,0.719858350719227,0.280141649280773,0.0,B
1782,1804,23554,8663180000,2019,Multifamily LR (1-4),TOSCANO CONDOMINIUM,276097,535447,0,28766,28766,0,Multifamily Housing,28766.0,,,,,Multifamily,Multifamily Housing,,,28766.0,0.0,0.0,28766.0,1.0,0.0,0.0,E
1783,1805,23557,8664800000,2019,Multifamily LR (1-4),TOWNE TERRACE CONDOMINIUM,0,724331,0,24570,24570,0,Multifamily Housing,24570.0,Parking,2780.0,,,Multifamily,Multifamily Housing,,,24570.0,2780.0,0.0,27350.0,0.8983546617915905,0.1016453382084095,0.0,E
1784,1806,23558,8664950000,2019,Multifamily MR (5-9),TRACE LOFTS,28424,1536833,0,50749,50749,0,Multifamily Housing,39432.0,Retail Store,11317.0,,,Multifamily,Multifamily Housing,Retail Store,,39432.0,11317.0,0.0,50749.0,0.7770005320301878,0.2229994679698122,0.0,C
1785,1807,23559,8664970000,2019,Multifamily MR (5-9),TRACE NORTH,127408,3388088,0,91520,91520,0,Multifamily Housing,82368.0,Retail Store,9152.0,,,Multifamily,Multifamily Housing,Retail Store,,82368.0,9152.0,0.0,91520.0,0.9,0.1,0.0,B
1786,1808,23560,8669900000,2019,Multifamily LR (1-4),TRAMONTI AT LAKE UNION CONDOMINIUM,519696,918708,0,62504,51376,11128,Multifamily Housing,41811.0,Parking,18000.0,,,Multifamily,Multifamily Housing,,,41811.0,18000.0,0.0,59811.0,0.6990520138436074,0.3009479861563926,0.0,C
1787,1809,23561,8670350000,2019,Multifamily MR (5-9),TRAUGOTT TERRACE,760256,836277,0,39962,39962,0,Multifamily Housing,39962.0,,,,,Multifamily,Multifamily Housing,,,39962.0,0.0,0.0,39962.0,1.0,0.0,0.0,D
1788,1810,23562,8670450000,2019,NonResidential,THE TRAVELERS HOTEL,205412,847178,0,43878,43878,0,Multifamily Housing,12000.0,Office,8262.0,Retail Store,6312.0,NonResidential,Multifamily Housing,Office,Retail Store,12000.0,8262.0,6312.0,26574.0,0.4515692029803567,0.3109053962519756,0.2375254007676676,E
1789,1811,23566,3879900640,2019,NonResidential,ON THE BOARDS,229598,607796,0,34976,34976,0,Performing Arts,34976.0,,,,,NonResidential,Entertainment/Public Assembly,,,34976.0,0.0,0.0,34976.0,1.0,0.0,0.0,D
1790,1812,23567,3879900650,2019,Multifamily LR (1-4),HAMRICK APTS,1134963,202352,0,22604,22604,0,Multifamily Housing,22604.0,,,,,Multifamily,Multifamily Housing,,,22604.0,0.0,0.0,22604.0,1.0,0.0,0.0,E
1791,1813,23570,3879900670,2019,Multifamily LR (1-4),DELAMAR APTS,3261861,333054,0,46296,46296,0,Multifamily Housing,46296.0,,,,,Multifamily,Multifamily Housing,,,46296.0,0.0,0.0,46296.0,1.0,0.0,0.0,D
1792,1814,23571,3879900685,2019,Multifamily LR (1-4),GLEN EDEN APTS,398555,575438,0,36282,31400,4882,Multifamily Housing,31400.0,Parking,4882.0,,,Multifamily,Multifamily Housing,,,31400.0,4882.0,0.0,36282.0,0.8654429193539496,0.1345570806460503,0.0,D
1793,1815,23574,3879900720,2019,Multifamily MR (5-9),OLYMPIC WEST APTS,555111,2067947,0,54820,44547,10273,Multifamily Housing,44547.0,Parking,10273.0,,,Multifamily,Multifamily Housing,,,44547.0,10273.0,0.0,54820.0,0.8126048887267421,0.1873951112732579,0.0,C
1794,1816,23575,3879900925,2019,Multifamily MR (5-9),HADLEY HOUSE COOP APTS,0,793738,0,44016,37296,6720,Multifamily Housing,37296.0,Parking,6720.0,,,Multifamily,Multifamily Housing,,,37296.0,6720.0,0.0,44016.0,0.8473282442748091,0.1526717557251908,0.0,D
1795,1817,23576,3879900965,2019,Multifamily LR (1-4),OLYMPUS MANOR COOP APT,1458245,277703,0,31552,28564,2988,Multifamily Housing,31552.0,,,,,Multifamily,Multifamily Housing,,,31552.0,0.0,0.0,31552.0,1.0,0.0,0.0,D
1796,1818,23577,3879901010,2019,Multifamily LR (1-4),OLYMPIC ARMS & GRAYSON,1088931,248944,0,29533,29533,0,Multifamily Housing,29533.0,,,,,Multifamily,Multifamily Housing,,,29533.0,0.0,0.0,29533.0,1.0,0.0,0.0,E
1797,1819,23578,3879901040,2019,Multifamily LR (1-4),VIKING APT,1011015,213122,0,20688,20688,0,Multifamily Housing,20688.0,,,,,Multifamily,Multifamily Housing,,,20688.0,0.0,0.0,20688.0,1.0,0.0,0.0,E
1798,1820,23579,3879901050,2019,Multifamily LR (1-4),HALLMARK APTS,1161097,180006,0,22972,22972,0,Multifamily Housing,22972.0,,,,,Multifamily,Multifamily Housing,,,22972.0,0.0,0.0,22972.0,1.0,0.0,0.0,E
1799,1821,23589,3879901430,2019,Multifamily LR (1-4),LOW INCOME ELDERLY APT,0,1247225,0,49034,45494,3540,Multifamily Housing,49034.0,Parking,3540.0,,,Multifamily,Multifamily Housing,,,49034.0,3540.0,0.0,52574.0,0.932666336972648,0.0673336630273519,0.0,C
1800,1822,23590,3879901620,2019,Multifamily LR (1-4),500 WEST OLYMPIC PLACE CO-OP,0,619886,0,33164,27008,6156,Multifamily Housing,27008.0,Parking,6156.0,,,Multifamily,Multifamily Housing,,,27008.0,6156.0,0.0,33164.0,0.8143770353395248,0.1856229646604752,0.0,D
1801,1823,23593,3879901915,2019,Multifamily LR (1-4),CHELSEA COURT APTS,0,1201576,0,38407,38407,0,Multifamily Housing,38407.0,,,,,Multifamily,Multifamily Housing,,,38407.0,0.0,0.0,38407.0,1.0,0.0,0.0,D
1802,1824,23594,3879901925,2019,Multifamily MR (5-9),SKYLINE HOUSE APTS,4183095,1050198,0,88422,75086,13336,Multifamily Housing,75086.0,,,,,Multifamily,Multifamily Housing,,,75086.0,0.0,0.0,75086.0,1.0,0.0,0.0,C
1803,1825,23595,3879901970,2019,Multifamily LR (1-4),KINNEAR APTS,737086,145969,0,34498,34498,0,Multifamily Housing,34498.0,,,,,Multifamily,Multifamily Housing,,,34498.0,0.0,0.0,34498.0,1.0,0.0,0.0,D
1804,1826,23605,7663700821,2019,Multifamily LR (1-4),HILLCOURT APTS,0,1563009,0,56074,56074,0,Multifamily Housing,56074.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,56074.0,0.0,0.0,56074.0,1.0,0.0,0.0,C
1805,1827,23609,7663700860,2019,Multifamily LR (1-4),DEL MAR APTS,0,1187477,0,43132,43132,0,Multifamily Housing,43132.0,,,,,Multifamily,Multifamily Housing,,,43132.0,0.0,0.0,43132.0,1.0,0.0,0.0,D
1806,1828,23610,7663700871,2019,Multifamily MR (5-9),PARKWAY 1 APARTMENTS,0,693640,0,25671,25671,0,Multifamily Housing,25671.0,,,,,Multifamily,Multifamily Housing,,,25671.0,0.0,0.0,25671.0,1.0,0.0,0.0,E
